<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;D;23/01/09;00:00:00;101.4900000
GAZP;D;26/01/09;00:00:00;111.4100000
GAZP;D;27/01/09;00:00:00;109.5600000
GAZP;D;28/01/09;00:00:00;114.1100000
GAZP;D;29/01/09;00:00:00;113.8500000
GAZP;D;30/01/09;00:00:00;114.7000000
GAZP;D;02/02/09;00:00:00;116.7000000
GAZP;D;03/02/09;00:00:00;117.0000000
GAZP;D;04/02/09;00:00:00;118.3800000
GAZP;D;05/02/09;00:00:00;113.6900000
GAZP;D;06/02/09;00:00:00;117.0000000
GAZP;D;09/02/09;00:00:00;126.0000000
GAZP;D;10/02/09;00:00:00;127.7000000
GAZP;D;11/02/09;00:00:00;124.4000000
GAZP;D;12/02/09;00:00:00;119.9100000
GAZP;D;13/02/09;00:00:00;126.5100000
GAZP;D;16/02/09;00:00:00;123.9900000
GAZP;D;17/02/09;00:00:00;113.9000000
GAZP;D;18/02/09;00:00:00;110.9800000
GAZP;D;19/02/09;00:00:00;113.4000000
GAZP;D;20/02/09;00:00:00;111.6500000
GAZP;D;24/02/09;00:00:00;112.0000000
GAZP;D;25/02/09;00:00:00;112.7500000
GAZP;D;26/02/09;00:00:00;119.3000000
GAZP;D;27/02/09;00:00:00;116.5000000
GAZP;D;02/03/09;00:00:00;111.8300000
GAZP;D;03/03/09;00:00:00;111.3000000
GAZP;D;04/03/09;00:00:00;114.5500000
GAZP;D;05/03/09;00:00:00;112.0700000
GAZP;D;06/03/09;00:00:00;112.7000000
GAZP;D;10/03/09;00:00:00;124.3000000
GAZP;D;11/03/09;00:00:00;125.8300000
GAZP;D;12/03/09;00:00:00;122.5000000
GAZP;D;13/03/09;00:00:00;127.3000000
GAZP;D;16/03/09;00:00:00;128.6800000
GAZP;D;17/03/09;00:00:00;125.9100000
GAZP;D;18/03/09;00:00:00;120.5000000
GAZP;D;19/03/09;00:00:00;124.3000000
GAZP;D;20/03/09;00:00:00;125.9900000
GAZP;D;23/03/09;00:00:00;137.0800000
GAZP;D;24/03/09;00:00:00;133.3000000
GAZP;D;25/03/09;00:00:00;137.9000000
GAZP;D;26/03/09;00:00:00;136.7000000
GAZP;D;27/03/09;00:00:00;133.2700000
GAZP;D;30/03/09;00:00:00;124.2100000
GAZP;D;31/03/09;00:00:00;126.4000000
GAZP;D;01/04/09;00:00:00;131.3500000
GAZP;D;02/04/09;00:00:00;140.5900000
GAZP;D;03/04/09;00:00:00;137.8500000
GAZP;D;06/04/09;00:00:00;136.0000000
GAZP;D;07/04/09;00:00:00;135.4000000
GAZP;D;08/04/09;00:00:00;139.9700000
GAZP;D;09/04/09;00:00:00;147.9000000
GAZP;D;10/04/09;00:00:00;147.7800000
GAZP;D;13/04/09;00:00:00;142.7400000
GAZP;D;14/04/09;00:00:00;144.9900000
GAZP;D;15/04/09;00:00:00;141.9500000
GAZP;D;16/04/09;00:00:00;142.9900000
GAZP;D;17/04/09;00:00:00;143.5100000
GAZP;D;20/04/09;00:00:00;134.0000000
GAZP;D;21/04/09;00:00:00;134.4700000
GAZP;D;22/04/09;00:00:00;140.3000000
GAZP;D;23/04/09;00:00:00;149.0000000
GAZP;D;24/04/09;00:00:00;150.0000000
GAZP;D;27/04/09;00:00:00;145.5000000
GAZP;D;28/04/09;00:00:00;143.0000000
GAZP;D;29/04/09;00:00:00;149.0000000
GAZP;D;30/04/09;00:00:00;147.8200000
GAZP;D;04/05/09;00:00:00;155.0000000
GAZP;D;05/05/09;00:00:00;161.3000000
GAZP;D;06/05/09;00:00:00;169.9100000
GAZP;D;07/05/09;00:00:00;171.6100000
GAZP;D;08/05/09;00:00:00;173.3000000
GAZP;D;12/05/09;00:00:00;179.0500000
GAZP;D;13/05/09;00:00:00;167.1900000
GAZP;D;14/05/09;00:00:00;165.5000000
GAZP;D;15/05/09;00:00:00;166.2400000
GAZP;D;18/05/09;00:00:00;170.3100000
GAZP;D;19/05/09;00:00:00;176.0200000
GAZP;D;20/05/09;00:00:00;183.2400000
GAZP;D;21/05/09;00:00:00;170.1500000
GAZP;D;22/05/09;00:00:00;174.1700000
GAZP;D;25/05/09;00:00:00;170.6700000
GAZP;D;26/05/09;00:00:00;170.1500000
GAZP;D;27/05/09;00:00:00;171.2000000
GAZP;D;28/05/09;00:00:00;172.5600000
GAZP;D;29/05/09;00:00:00;178.1000000
GAZP;D;01/06/09;00:00:00;191.5000000
GAZP;D;02/06/09;00:00:00;190.5000000
GAZP;D;03/06/09;00:00:00;175.1000000
GAZP;D;04/06/09;00:00:00;176.5600000
GAZP;D;05/06/09;00:00:00;182.0000000
GAZP;D;08/06/09;00:00:00;177.1500000
GAZP;D;09/06/09;00:00:00;177.1500000
GAZP;D;10/06/09;00:00:00;181.0400000
GAZP;D;11/06/09;00:00:00;183.4700000
GAZP;D;15/06/09;00:00:00;173.8000000
GAZP;D;16/06/09;00:00:00;176.4700000
GAZP;D;17/06/09;00:00:00;162.3000000
